distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,25,376,318,193,5,120,58,230,42,46,58,51,1,32,15,61,11,12,15
3-6,19,285,182,7,4,171,103,9,33,140,103,2,1,60,36,3,12,49,36
6-10,13,195,126,4,3,120,69,3,7,117,69,2,2,62,35,2,4,60,35
10-15,22,329,96,6,2,88,233,6,2,88,233,2,1,27,71,2,1,27,71
15-20,12,180,48,4,1,43,132,4,1,43,132,2,1,24,73,2,1,24,73
20-30,5,69,30,1,0,28,39,1,0,28,39,1,0,41,57,1,0,41,57
30+,4,56,40,4,2,35,15,4,2,35,15,7,4,62,27,7,4,62,27
