distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,24,347.513382,264.067918,89.51902399999999,6.337631,168.211265,83.44546399999996,108,100,59,82,26,2,48,24,31,29,17,24
3-6,15,212.04654,166.098722,10.034583000000001,3.168816,152.895327,45.947817999999984,4.528136,60,107.376612,40.52813499999999,5,1,72,22,2,28,51,19
6-10,21,305.790656,239.245542,5.017292,3.432884,230.795367,66.54511400000001,0.528136,53.264068,191.030184,68.92203799999999,2,1,75,22,0,17,62,23
10-15,25,359.132372,254.297411,7.657972000000001,5.545428,241.094013,104.83496099999996,3.9610200000000004,20.168816,232.674642,104.68814899999995,2,2,67,29,1,6,65,29
15-20,5,73.674958,61.263765,2.64068,0.528136,58.094950000000004,12.411193000000004,2.64068,0.528136,58.094950000000004,12.411193000000004,4,1,79,17,4,1,79,17
20-30,3,36.44138,31.424090000000003,1.056272,0,30.367818000000003,5.017289999999999,1.056272,0,30.367818000000003,5.017289999999999,3,0,83,14,3,0,83,14
30+,7,97.177017,81.33294000000001,3.9610200000000004,1.056272,76.31564900000001,15.844076999999999,3.9610200000000004,1.056272,76.31564900000001,15.844076999999999,4,1,79,16,4,1,79,16
