distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,42,989,886,260,49,577,103,358,362,166,103,26,5,58,10,36,37,17,10
3-6,8,197,183,14,7,162,14,12,57,114,14,7,4,82,7,6,29,58,7
6-10,8,194,172,2,7,163,22,0,51,121,22,1,4,84,11,0,26,62,11
10-15,15,343,298,6,3,289,45,0,19,279,45,2,1,84,13,0,6,81,13
15-20,11,260,215,4,2,209,45,1,9,205,45,2,1,80,17,0,3,79,17
20-30,3,63,58,1,1,57,5,1,1,57,5,2,2,90,8,2,2,90,8
30+,13,299,242,16,3,223,57,16,3,223,57,5,1,75,19,5,1,75,19
