distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,15,221,195,21,9,165,26,57,101,39,25,10,4,75,12,26,46,18,11
3-6,33,488,417,13,13,392,71,33,204,184,71,3,3,80,15,7,42,38,15
6-10,12,178,157,3,1,153,21,0,39,118,22,2,1,86,12,0,22,66,12
10-15,5,71,65,0,0,65,6,0,5,62,5,0,0,92,8,0,7,87,7
15-20,6,81,76,0,1,75,6,0,1,75,6,0,1,93,7,0,1,93,7
20-30,13,185,175,2,0,173,10,2,0,173,10,1,0,94,5,1,0,94,5
30+,16,233,187,1,0,186,46,1,0,186,46,0,0,80,20,0,0,80,20
