distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,59,985,805,329,97,379,180,531,235,39,180,33,10,38,18,54,24,4,18
3-6,19,311,255,12,29,214,56,25,134,96,56,4,9,69,18,8,43,31,18
6-10,6,102,87,9,2,76,15,0,21,66,15,9,2,75,15,0,21,65,15
10-15,3,46,38,3,1,34,8,0,2,36,8,7,2,74,17,0,4,78,17
15-20,3,43,41,2,2,37,2,0,2,39,2,5,5,86,5,0,5,91,5
20-30,5,77,69,1,0,68,8,1,0,68,8,1,0,88,10,1,0,88,10
30+,6,103,86,9,2,75,16,9,2,75,16,9,2,73,16,9,2,73,16
