distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,71,594,542,249,79,213,52,348,109,25,42,42,13,36,9,59,18,4,7
3-6,1,8,7,0,1,5,1,21,32,20,10,0,12,62,12,262,400,250,125
6-10,1,5,5,0,0,4,0,0,4,15,5,0,0,80,0,0,80,300,100
10-15,10,87,71,2,2,68,16,0,6,51,11,2,2,78,18,0,7,59,13
15-20,3,29,25,2,1,23,3,2,1,23,3,7,3,79,10,7,3,79,10
20-30,3,22,19,0,0,19,2,0,0,19,2,0,0,86,9,0,0,86,9
30+,11,93,72,6,1,65,22,6,1,65,22,6,1,70,24,6,1,70,24
