distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,51,275,239,164,19,57,35,217,17,6,35,60,7,21,13,79,6,2,13
3-6,27,148,110,21,16,73,38,25,53,32,38,14,11,49,26,17,36,22,26
6-10,5,26,20,4,1,15,6,1,3,16,6,15,4,58,23,4,12,62,23
10-15,3,17,13,1,1,12,4,1,1,12,4,6,6,71,24,6,6,71,24
15-20,3,15,12,1,0,11,3,1,0,11,3,7,0,73,20,7,0,73,20
20-30,4,23,18,1,0,17,5,1,0,17,5,4,0,74,22,4,0,74,22
30+,7,40,30,4,1,25,10,4,1,25,10,10,2,62,25,10,2,62,25
