distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,52,39,25,13,2,10,14,15,3,7,14,33,5,26,36,38,8,18,36
3-6,23,17,9,2,0,7,8,2,0,7,8,12,0,41,47,12,0,41,47
6-10,7,5,3,0,0,2,2,0,0,2,2,0,0,40,40,0,0,40,40
10-15,5,4,2,0,0,2,1,0,0,2,1,0,0,50,25,0,0,50,25
15-20,4,3,2,0,0,2,1,0,0,2,1,0,0,67,33,0,0,67,33
20-30,3,2,1,0,0,1,1,0,0,1,1,0,0,50,50,0,0,50,50
30+,5,4,2,0,0,2,2,0,0,2,2,0,0,50,50,0,0,50,50
