distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,31,46,43,15,6,21,4,21,16,5,4,33,13,46,9,46,35,11,9
3-6,46,69,53,8,11,34,16,10,19,24,16,12,16,49,23,14,28,35,23
6-10,11,16,13,0,1,12,3,0,3,10,3,0,6,75,19,0,19,62,19
10-15,3,5,4,0,0,4,1,0,0,4,1,0,0,80,20,0,0,80,20
15-20,2,3,2,0,0,2,1,0,0,2,1,0,0,67,33,0,0,67,33
20-30,1,2,1,0,0,1,0,0,0,1,0,0,0,50,0,0,0,50,0
30+,7,10,7,1,1,6,3,1,1,6,3,10,10,60,30,10,10,60,30
