distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,15,180,159,24,22,113,21,35,74,50,21,13,12,63,12,19,41,28,12
3-6,39,469,381,6,24,351,88,3,136,242,88,1,5,75,19,1,29,52,19
6-10,26,308,266,4,8,254,42,0,48,218,42,1,3,82,14,0,16,71,14
10-15,3,35,31,1,0,30,4,0,2,29,4,3,0,86,11,0,6,83,11
15-20,3,35,31,0,0,31,4,0,0,31,4,0,0,89,11,0,0,89,11
20-30,3,34,33,0,1,32,2,0,1,32,2,0,3,94,6,0,3,94,6
30+,12,138,99,1,3,96,39,1,3,96,39,1,2,70,28,1,2,70,28
