distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,12,65.524383,53.56738,15.017997,1.530496,37.018887,11.957003,18,21,16,11,23,2,56,18,27,32,24,17
3-6,12,62.367733,45.340959,2.295744,0.860904,42.184311,17.026774000000003,2.573936,15.191312,28.852571,15.643706000000002,4,1,68,27,4,24,46,25
6-10,14,76.142204,62.176423,1.43484,1.052216,59.689365,13.965781000000007,1.147872,7.0522160000000005,55.31463,13.313298000000003,2,1,78,18,2,9,73,17
10-15,37,196.668802,141.092646,1.817464,2.104432,137.170748,55.576156,1.147872,7.243528,134.125088,54.835463000000004,1,1,70,28,1,4,68,28
15-20,10,54.810902,46.297514,0.573936,0.095656,45.627922,8.513387999999999,0.573936,0.095656,45.627922,8.513387999999999,1,0,83,16,1,0,83,16
20-30,8,44.001765,37.592812,0.765248,0.573936,36.253628,6.408952999999997,0.765248,0.573936,36.253628,6.408952999999997,2,1,82,15,2,1,82,15
30+,7,38.358057,32.140417,1.147872,0.191312,30.801233,6.217640000000003,1.147872,0.191312,30.801233,6.217640000000003,3,0,80,16,3,0,80,16
