distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,41,239.95405,213.967016,53.891145,9.58538,150.49049,25.987033999999994,80,93,45,24,22,4,63,11,33,39,19,10
3-6,3,18.425233,16.721166,0.958538,0.958538,14.804089000000001,1.7040669999999984,1,7,10,1,5,5,80,9,5,38,54,5
6-10,12,72.316378,65.393603,1.171546,1.917076,62.30498,6.9227750000000015,0,19,49.278051,4.213008000000002,2,3,86,10,0,26,68,6
10-15,20,115.02458,97.664388,1.491057,1.491058,94.682267,17.360191999999998,1.171545,5.065041,91.565933,17.774809999999988,1,1,82,15,1,4,80,15
15-20,7,42.601696000000004,37.382988,1.171544,0.319512,35.891928,5.218708000000007,1.171544,0.319512,35.891928,5.218708000000007,3,1,84,12,3,1,84,12
20-30,3,15.762622,14.484570999999999,0.106504,0,14.378067,1.2780510000000014,0.106504,0,14.378067,1.2780510000000014,1,0,91,8,1,0,91,8
30+,14,82.647221,67.097605,3.727641,0.852032,62.517924,15.549616,3.727641,0.852032,62.517924,15.549616,5,1,76,19,5,1,76,19
