distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,49,919,839,352,38,449,79,878,241,463,147,38,4,49,9,96,26,50,16
3-6,10,191,174,33,6,134,17,57,47,167,27,17,3,70,9,30,25,87,14
6-10,3,60,49,5,1,44,11,5,28,134,21,8,2,73,18,8,47,223,35
10-15,6,117,97,3,2,93,20,3,2,93,20,3,2,79,17,3,2,79,17
15-20,6,106,97,3,2,91,9,3,66,1723,273,3,2,86,8,3,62,1625,258
20-30,12,218,203,9,2,191,16,9,2,191,16,4,1,88,7,4,1,88,7
30+,14,261,225,17,6,202,36,17,6,202,36,7,2,77,14,7,2,77,14
