distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,19,508,404,135,45,224,104,218,136,26,89,27,9,44,20,43,27,5,18
3-6,37,1003,832,317,62,454,171,329,327,267,186,32,6,45,17,33,33,27,19
6-10,12,322,270,19,28,223,53,2,64,141,51,6,9,69,16,1,20,44,16
10-15,5,130,110,3,2,105,20,0,15,96,18,2,2,81,15,0,12,74,14
15-20,1,38,34,3,1,30,4,2,1,32,4,8,3,79,11,5,3,84,11
20-30,10,279,213,9,2,203,66,9,2,203,66,3,1,73,24,3,1,73,24
30+,15,410,311,32,5,274,99,32,5,274,99,8,1,67,24,8,1,67,24
