distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,30,898,797,188,83,526,101,304,347,146,101,21,9,59,11,34,39,16,11
3-6,6,172,149,5,8,136,23,0,59,90,23,3,5,79,13,0,34,52,13
6-10,17,523,470,32,17,421,53,0,100,370,53,6,3,80,10,0,19,71,10
10-15,9,285,265,28,13,224,20,0,30,235,20,10,5,79,7,0,11,82,7
15-20,12,359,291,12,4,276,68,2,12,278,68,3,1,77,19,1,3,77,19
20-30,13,391,326,9,7,311,65,9,7,311,65,2,2,80,17,2,2,80,17
30+,13,407,252,11,5,236,155,11,5,236,155,3,1,58,38,3,1,58,38
