ox,oy,dx,dy
-1.3259850000000029,53.79377399999999,-1.37660780804769,53.9295768254972
-1.3259850000000029,53.79377399999999,-1.3517420778198432,53.89778120660033
-1.3259850000000029,53.79377399999999,-1.4421170783260207,53.8936863760822
-1.3259850000000029,53.79377399999999,-1.5539819327397337,53.85859695935588
-1.3259850000000029,53.79377399999999,-1.5868105466648028,53.852045173831705
-1.3259850000000029,53.79377399999999,-1.5508616931956505,53.8489773540254
-1.3259850000000029,53.79377399999999,-1.605999580691669,53.84662696544476
-1.3259850000000029,53.79377399999999,-1.5075861622901872,53.84509599220976
-1.3259850000000029,53.79377399999999,-1.4444811090292593,53.840407974061094
-1.3259850000000029,53.79377399999999,-1.5314153735034735,53.841254471339106
-1.3259850000000029,53.79377399999999,-1.5176342551458335,53.84098427346176
-1.3259850000000029,53.79377399999999,-1.5467928101828292,53.838661937788785
-1.3259850000000029,53.79377399999999,-1.4580645891242783,53.834735570355626
-1.3259850000000029,53.79377399999999,-1.3905857507331651,53.83027776856373
-1.3259850000000029,53.79377399999999,-1.563983060411029,53.83249689380536
-1.3259850000000029,53.79377399999999,-1.5167394954713045,53.82889171065591
-1.3259850000000029,53.79377399999999,-1.6119065758890514,53.82900310032216
-1.3259850000000029,53.79377399999999,-1.535629046582966,53.828489786808326
-1.3259850000000029,53.79377399999999,-1.466947880266253,53.82558937721796
-1.3259850000000029,53.79377399999999,-1.5009778223965966,53.823011988846986
-1.3259850000000029,53.79377399999999,-1.5508045777556332,53.82443999367881
-1.3259850000000029,53.79377399999999,-1.482377577201372,53.82106382420315
-1.3259850000000029,53.79377399999999,-1.4454609278632697,53.82027008093493
-1.3259850000000029,53.79377399999999,-1.5307218223913706,53.817568179915114
-1.3259850000000029,53.79377399999999,-1.5825621893705661,53.819000050013955
-1.3259850000000029,53.79377399999999,-1.595524461547236,53.816779441855346
-1.3259850000000029,53.79377399999999,-1.6205091207809912,53.81681600123649
-1.3259850000000029,53.79377399999999,-1.5018723257839226,53.815438666325335
-1.3259850000000029,53.79377399999999,-1.5193194579324456,53.81581532298154
-1.3259850000000029,53.79377399999999,-1.4660534079237622,53.81346036057874
-1.3259850000000029,53.79377399999999,-1.5118648673076498,53.8116237694616
-1.3259850000000029,53.79377399999999,-1.5714318390775976,53.811231130422236
-1.3259850000000029,53.79377399999999,-1.5464685593580167,53.8095305199646
-1.3259850000000029,53.79377399999999,-1.5817545353841027,53.81009010877704
-1.3259850000000029,53.79377399999999,-1.4437620098390715,53.80860456705195
-1.3259850000000029,53.79377399999999,-1.6157349466546305,53.8090352204192
-1.3259850000000029,53.79377399999999,-1.4923648884525034,53.80783085913679
-1.3259850000000029,53.79377399999999,-1.4637763568241922,53.8074191601935
-1.3259850000000029,53.79377399999999,-1.562355692038059,53.803423726119846
-1.3259850000000029,53.79377399999999,-1.5242057843008678,53.80411435827618
-1.3259850000000029,53.79377399999999,-1.5086047779181055,53.804671650371866
-1.3259850000000029,53.79377399999999,-1.6091220849454508,53.80000786088401
-1.3259850000000029,53.79377399999999,-1.4619284205201413,53.79755088458098
-1.3259850000000029,53.79377399999999,-1.5021045262260722,53.797067914042636
-1.3259850000000029,53.79377399999999,-1.5836976436556696,53.79634515264269
-1.3259850000000029,53.79377399999999,-1.4821451013273734,53.79424216154102
-1.3259850000000029,53.79377399999999,-1.4427105519067567,53.79511741829157
-1.3259850000000029,53.79377399999999,-1.3877572474758213,53.792863422864386
-1.3259850000000029,53.79377399999999,-1.5217041519276333,53.79309407376375
-1.3259850000000029,53.79377399999999,-1.3717375048292144,53.79011117843725
-1.3259850000000029,53.79377399999999,-1.6097632205393742,53.791471289395865
-1.3259850000000029,53.79377399999999,-1.5895414634974527,53.788662497993265
-1.3259850000000029,53.79377399999999,-1.5605520604704077,53.782762580015046
-1.3259850000000029,53.79377399999999,-1.6014943729996058,53.781467367008005
-1.3259850000000029,53.79377399999999,-1.5488551615467643,53.77955543429898
-1.3259850000000029,53.79377399999999,-1.5504301070632003,53.77416852444706
-1.3259850000000029,53.79377399999999,-1.4157925105261426,53.76898697469124
-1.3259850000000029,53.79377399999999,-1.360547613337854,53.768318957049075
-1.3259850000000029,53.79377399999999,-1.3754854740055893,53.769736818752996
-1.3259850000000029,53.79377399999999,-1.5726462325966162,53.769422979702355
-1.3259850000000029,53.79377399999999,-1.5592146577948762,53.768430743066084
-1.3259850000000029,53.79377399999999,-1.5932233647108174,53.75951759743114
-1.3259850000000029,53.79377399999999,-1.6105940058093866,53.754236238820425
-1.3259850000000029,53.79377399999999,-1.4520324581233486,53.75419280943891
-1.3259850000000029,53.79377399999999,-1.4795541369633345,53.75214021613965
-1.3259850000000029,53.79377399999999,-1.5333075123130457,53.75014117227949
-1.3259850000000029,53.79377399999999,-1.4926536199954838,53.75117168948037
-1.3259850000000029,53.79377399999999,-1.550454080767373,53.74487649815594
-1.3259850000000029,53.79377399999999,-1.5884485224930516,53.74520112779084
-1.3259850000000029,53.79377399999999,-1.3945297108433004,53.74099201598169
-1.3259850000000029,53.79377399999999,-1.601129868326952,53.74145090166238
-1.3259850000000029,53.79377399999999,-1.5200402261010346,53.735321497534
-1.3259850000000029,53.79377399999999,-1.6020442483682813,53.73613288960229
-1.3259850000000029,53.79377399999999,-1.5474752849575368,53.72573867472225
-1.3259850000000029,53.79377399999999,-1.5726460575925936,53.72452725535956
-1.3259850000000029,53.79377399999999,-1.3507775354497313,53.723029814922604
-1.3259850000000029,53.79377399999999,-1.320258225692136,53.72097314114002
-1.3259850000000029,53.79377399999999,-1.3665078764164864,53.71801776568772
-1.3259850000000029,53.79377399999999,-1.3373763138469212,53.71750971858222
-1.3259850000000029,53.79377399999999,-1.4902922661152427,53.71438203002526
-1.3259850000000029,53.79377399999999,-1.4755125812740792,53.712466677456824
-1.3259850000000029,53.79377399999999,-1.5046725405356118,53.71041568689494
-1.3259850000000029,53.79377399999999,-1.2402920992677733,53.706471778483554
-1.3259850000000029,53.79377399999999,-1.2963256431524963,53.702040699750164
-1.3259850000000029,53.79377399999999,-1.406087447478197,53.69976723095047
-1.3259850000000029,53.79377399999999,-1.5254641041708101,53.70052295924845
-1.3259850000000029,53.79377399999999,-1.3129469131181726,53.69249297282106
