distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,16,645,497,131,19,346,149,222,198,79,147,20,3,54,23,34,31,12,23
3-6,21,864,628,98,24,505,236,89,246,300,230,11,3,58,27,10,28,35,27
6-10,41,1650,1019,38,41,941,631,0,281,745,630,2,2,57,38,0,17,45,38
10-15,9,359,301,3,4,294,57,0,28,279,59,1,1,82,16,0,8,78,16
15-20,4,165,146,2,0,143,19,1,3,144,18,1,0,87,12,1,2,87,11
20-30,3,139,114,1,0,114,24,1,0,114,24,1,0,82,17,1,0,82,17
30+,5,213,159,11,2,146,54,11,2,146,54,5,1,69,25,5,1,69,25
