distance_band,proportion_in_distance_band,all,trimode,walk_base,cycle_base,drive_base,other_base,walk_goactive,cycle_goactive,drive_goactive,other_goactive,percent_walk_base,percent_cycle_base,percent_drive_base,percent_other_base,percent_walk_goactive,percent_cycle_goactive,percent_drive_goactive,percent_other_goactive
0-3,5,178.499307,163.017224,49.633736,4.553554,108.829935,15.482082999999989,0,32,132,15,28,3,61,9,0,18,74,8
3-6,8,297.802415,257.731143,50.089090999999996,6.83033,200.81171999999998,40.07127200000002,20,72,168,39,17,2,67,13,7,24,56,13
6-10,31,1150.683034,950.782025,77.410414,29.598097,843.773509,199.90100899999993,0.91071,197.455355,754.482083,197.45535600000005,7,3,73,17,0,17,66,17
10-15,17,622.015443,537.774701,10.017817,4.553552,523.203329,84.24074199999995,2.732132,44.91071,492.490795,81.56246299999998,2,1,84,14,0,7,79,13
15-20,7,248.168678,215.838447,2.732131,0.91071,212.195604,32.330231,1.82142,3.455355,211.535141,31.76776700000002,1,0,86,13,1,1,85,13
20-30,11,426.212624,288.6953,5.008907,1.82142,281.864971,137.51732400000003,5.008907,1.82142,281.864971,137.51732400000003,1,0,66,32,1,0,66,32
30+,22,808.255727,235.418665,6.374971,2.732131,226.31156000000001,572.837062,6.374971,2.732131,226.31156000000001,572.837062,1,0,28,71,1,0,28,71
